camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
50002431,DUE AMICI,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,Italian,2018-11-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12.0,A,2018-11-27T00:00:00.000
50118704,STARBUCKS BAGGAGE HH,Queens,,TERMINAL C HEADHOUSE BAGGAGE,11371,2159970667,Coffee/Tea,2022-10-26T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,9.0,A,2022-10-26T00:00:00.000
50118701,EGGY WEGGY / ESSEX BURGER,Queens,,TERMINAL C LEVEL 2 CONCOURSE E,11369,2159970667,Asian/Asian Fusion,2022-10-26T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",11.0,A,2022-10-26T00:00:00.000
50037907,BARRILES RESTAURANT AND SPORTS BAR,Queens,,37TH AVE,11372,3476491511,Spanish,2024-09-18T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",31.0,,
50103409,EAT PRETTY COFFEE + KITCHEN,Manhattan,501 1/2,EAST   83 STREET,10028,6465908190,Coffee/Tea,2022-01-06T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,40.773828398358,-73.948193324494,,,,,,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12.0,A,2022-01-06T00:00:00.000
50143855,VINO KITCHEN & BAR,Queens,JFK,INTERNATIONAL AIRPORT TERMINAL 4,11430,7037237264,Italian,2024-02-07T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12.0,A,2024-02-07T00:00:00.000
50118701,EGGY WEGGY / ESSEX BURGER,Queens,,TERMINAL C LEVEL 2 CONCOURSE E,11369,2159970667,Asian/Asian Fusion,2024-10-30T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",27.0,,
50118692,BUBBY'S DINER,Queens,,TERMINAL C CONCOURSE E,11371,2159970667,Bottled Beverages,2022-10-26T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",7.0,A,2022-10-26T00:00:00.000
50010248,CAFE GRUMPY,Manhattan,,LEXINGTON AVE,10017,2126612198,Coffee/Tea,2024-05-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",51.0,C,2024-05-22T00:00:00.000
50094252,Manchu Wok,Queens,,150TH AVE AND 147,11430,7189398688,Other,2023-04-06T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",11.0,A,2023-04-06T00:00:00.000
50112968,DELICE MACARONS,Manhattan,321 1/2,AMSTERDAM AVENUE,10023,6469639913,Bakery Products/Desserts,2022-08-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.780645360257,-73.980129526749,,,,,,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,25.0,,
50146943,EL HUASTECO MEXICAN FOOD,Brooklyn,347A-347B,EMPIRE BLVD,11225,6616276320,Mexican,2024-09-26T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",47.0,,
41414797,(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,,CENTRAL PARK WEST,10024,6467475354,American,2018-07-25T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",27.0,B,2018-07-25T00:00:00.000
50112612,PIXIE SCOUT CANTEEN,Manhattan,,BATTERY PARK THE BOSQUE AREA,10004,3472357158,American,2024-07-17T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,13.0,A,2024-07-17T00:00:00.000
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2024-04-18T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,1.0,,,,,,
50089893,BLVD BISTRO,Manhattan,2149,FREDERICK DOUGLASS BOULEVARD,,2126786200,Soul Food,2024-04-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,03C,"Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.",22.0,,
50081416,GREEDY POT,Manhattan,1944,ADAM CLAYTON POWELL JR BOULEVARD,,9176757676,Soul Food,2024-12-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,20.0,,
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2123688818,Chinese,2023-08-31T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04M,Live roaches in facility's food or non-food area.,15.0,B,2023-08-31T00:00:00.000
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2022-09-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04M,Live roaches in facility's food or non-food area.,42.0,,
50066463,Cafe 53,Manhattan,1301,AVE OF TH AMER,,2129746075,American,2024-03-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,13.0,A,2024-03-28T00:00:00.000
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2123688818,Chinese,2024-10-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,44.0,,
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,2017-06-22T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,1.0,,20F,Current letter grade sign not posted.,,,
50098716,EATALY NY LLC (KIOSK),Manhattan,999,BROADWAY,,3124685154,Pizza,2024-06-14T00:00:00.000,Establishment re-opened by DOHMH.,Not Applicable,2025-02-23T06:00:10.000,Cycle Inspection / Reopening Inspection,0.0,0.0,,,,,1.0,,,,0.0,P,2024-06-14T00:00:00.000
50142597,D' ABRUZZO,Manhattan,1802,65TH ST,,5166334965,Other,2023-12-20T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,10.0,A,2023-12-20T00:00:00.000
50100131,BALKAN BITES,Manhattan,1802,65TH STREET TRANSVERSE,,2016589314,Eastern European,2019-12-17T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,,,0.0,A,2019-12-17T00:00:00.000
40942342,LARRY FLYNT'S HUSTLER CLUB,Manhattan,639641,WEST   51 STREET,,2122472460,American,2024-06-01T00:00:00.000,Violations were cited in the following area(s).,Not Applicable,2025-02-23T06:00:10.000,Smoke-Free Air Act / Initial Inspection,0.0,0.0,,,,,1.0,,15-21,"Flavored tobacco products sold, offered for sale",,,
41683279,INTREPID SEA-AIR-SPACE MUSEUM,Manhattan,1,INTREPID SQ,,6463815322,American,2017-11-01T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,,,0.0,A,2017-11-01T00:00:00.000
41276645,ECUATORIANA RESTAURANT,Manhattan,16851687,AMSTERDAM AVENUE,,2124914626,Spanish,2023-03-08T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,12.0,A,2023-03-08T00:00:00.000
40932307,FIDDLESTICKS,Manhattan,5456,GREENWICH AVENUE,,2124630516,American,2022-03-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10J,Hand wash sign not posted,13.0,A,2022-03-23T00:00:00.000
50084955,Osteria Laura NYC,Manhattan,1890,ADAM CLAYTON POWELL JR BOULEVARD,,9172616575,Italian,2020-02-19T00:00:00.000,Violations were cited in the following area(s).,Not Applicable,2025-02-23T06:00:10.000,Smoke-Free Air Act / Initial Inspection,0.0,0.0,,,,,1.0,,15F6,Workplace SFAA policy not prominently posted in workplace,,,
50117016,NO CHEWING ALLOWED!,Manhattan,1802,65TH STREET,,9178251644,French,2023-12-20T00:00:00.000,Violations were cited in the following area(s).,Not Applicable,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,,,0.0,A,2023-12-20T00:00:00.000
50007472,SUBWAY,Manhattan,2165,FREDERICK DOUGLASS BOULEVARD,,2122223748,Sandwiches,2023-04-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,9.0,A,2023-04-05T00:00:00.000
41479962,CHOCOLAT,Manhattan,2217,FREDERICK DOUGLASS BOULEVARD,,2122224545,American,2022-04-08T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10H,Proper sanitization not provided for utensil ware washing operation.,13.0,A,2022-04-08T00:00:00.000
41038028,UKRAINIAN RESTAURANT,Manhattan,140142,2 AVENUE,,2126143283,Eastern European,2023-02-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,17.0,,
40379628,HASAKI RESTAURANT,Manhattan,210,EAST 9 TH STREET,,2124733327,Japanese,2022-02-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,09C,Food contact surface not properly maintained.,7.0,A,2022-02-09T00:00:00.000
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2022-02-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,42.0,C,2022-02-28T00:00:00.000
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2022-02-02T00:00:00.000,Establishment re-opened by DOHMH.,Not Applicable,2025-02-23T06:00:10.000,Cycle Inspection / Reopening Inspection,0.0,0.0,,,,,1.0,,,,0.0,C,2022-02-02T00:00:00.000
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2024-12-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",20.0,Z,2024-12-17T00:00:00.000
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2022-02-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot food item not held at or above 140º F.,20.0,,
50062852,LILLY'S CRAFT AND KITCHEN,Manhattan,675B,9TH AVE,10036,2127570373,American,2024-05-18T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:10.000,Inter-Agency Task Force / Initial Inspection,40.761351054632,-73.990509852302,104.0,3.0,12700.0,,1.0,MN15,,,0.0,,
50008021,BOMBAY GRILL HOUSE,Manhattan,764A,9TH AVE,10019,2129771010,Indian,2024-07-18T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,40.764243833457,-73.988379567357,104.0,3.0,13300.0,,1.0,MN15,20-06,Current letter grade or Grade Pending card not posted,,,
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,2022-10-06T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,16.0,,
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,2022-10-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,13.0,A,2022-10-05T00:00:00.000
